period,estimator,n,log_loss,brier,auc,cal_intercept,cal_slope,top_pick_accuracy,mean_top_pick_p,expected_correct,actual_correct,home_win_rate
SEALED_HOLDOUT_2024_26,market,2629,0.5809298800660809,0.19902436678770535,0.7542449570856848,-0.02154564064141469,1.0455434333347786,0.6880943324457969,0.6895358546655883,1812.7897619158316,1809,0.5500190186382655
SEALED_HOLDOUT_2024_26,elo,2629,0.6081886298499881,0.21027563202742272,0.7231409934889028,-0.0785527730481375,1.0677480711298957,0.6679345758843667,0.6629534658314881,1742.9046616709823,1756,0.5500190186382655
SEALED_HOLDOUT_2024_26,data_logit,2629,0.6015294580417863,0.2073579994514009,0.7317285331967744,-0.08302090685223894,1.0713014514362227,0.6766831494864968,0.6677910144583292,1755.6225770109475,1779,0.5500190186382655
SEALED_HOLDOUT_2024_26,stack_market_elo,2629,0.5810349077734263,0.1990173203482,0.7543788268333432,-0.013619915037732699,1.0674027510028166,0.6884747052111069,0.6863434714618286,1804.3969864731475,1810,0.5500190186382655
