period,estimator,band,n,share_of_events,mean_predicted,expected_wins,actual_wins,actual_rate,difference_pp,wilson95_low,wilson95_high
SEALED_HOLDOUT_2024_2025,market_shin,90-94.9%,209,0.041255428345834975,0.924521967168348,193.22509113818472,192,0.9186602870813397,-0.586168008700827,0.8736109129630798,0.9485973211358361
SEALED_HOLDOUT_2024_2025,market_shin,95%+,125,0.0246742992499013,0.9693573197828365,121.16966497285456,120,0.96,-0.9357319782836493,0.9097744468602555,0.9827953909280842
SEALED_HOLDOUT_2024_2025,elo_global,50-54.9%,902,0.1780497433872878,0.5254114524270069,473.9211300891603,482,0.5343680709534369,0.8956618526429927,0.5017384370188203,0.5667062112099297
SEALED_HOLDOUT_2024_2025,elo_global,55-59.9%,849,0.16758784050532965,0.5756989934642237,488.7684454511259,465,0.5477031802120141,-2.7995813252209567,0.5140836300310471,0.5808929909601587
SEALED_HOLDOUT_2024_2025,elo_global,60-64.9%,784,0.15475720489538097,0.624774339102493,489.8230818563545,429,0.5471938775510204,-7.758046155147258,0.5122049493014386,0.58172257783171
SEALED_HOLDOUT_2024_2025,elo_global,65-69.9%,706,0.13936044216344257,0.6734925943777147,475.4857716306666,480,0.6798866855524079,0.639409117469325,0.6445801550616638,0.7132462255247657
SEALED_HOLDOUT_2024_2025,elo_global,70-74.9%,571,0.11271219897354916,0.7235322803132278,413.13693205885306,393,0.6882661996497373,-3.5266080663490462,0.6491216436057561,0.7248945250280783
SEALED_HOLDOUT_2024_2025,elo_global,75-79.9%,464,0.09159099881563364,0.7747551961145066,359.4864109971311,341,0.7349137931034483,-3.984140301105832,0.6929429817157998,0.773026837524934
SEALED_HOLDOUT_2024_2025,elo_global,80-84.9%,337,0.06652191077773391,0.8243355263113482,277.80107236692436,266,0.7893175074183977,-3.501801889295053,0.7426416935276741,0.8294718066160496
SEALED_HOLDOUT_2024_2025,elo_global,85-89.9%,248,0.048953809711804186,0.8743230775034176,216.83212322084756,211,0.8508064516129032,-2.3516625890514398,0.8011290130188811,0.8897818513590305
SEALED_HOLDOUT_2024_2025,elo_global,90-94.9%,149,0.029411764705882353,0.924277571407152,137.71735813966566,136,0.912751677852349,-1.1525893554803046,0.856452134172779,0.9483033356392266
SEALED_HOLDOUT_2024_2025,elo_global,95%+,56,0.011054086063955783,0.9656152596345863,54.07445453953683,55,0.9821428571428571,1.652759750827082,0.9055436285060242,0.9968407896580255
SEALED_HOLDOUT_2024_2025,ranking_baseline,50-54.9%,1071,0.2116600790513834,0.5249065928944489,562.1749609899547,584,0.5452847805788982,2.0378187684449323,0.5153539686260651,0.5748918989890783
SEALED_HOLDOUT_2024_2025,ranking_baseline,55-59.9%,980,0.19367588932806323,0.5738236121093643,562.347139867177,538,0.5489795918367347,-2.4844020272629552,0.5176948247570455,0.579881872320828
SEALED_HOLDOUT_2024_2025,ranking_baseline,60-64.9%,868,0.1715415019762846,0.6246138837552405,542.1648510995487,547,0.630184331797235,0.5570448041994469,0.5975609186556718,0.6616605231712644
SEALED_HOLDOUT_2024_2025,ranking_baseline,65-69.9%,758,0.14980237154150197,0.6749725279106848,511.6291761562991,502,0.662269129287599,-1.2703398623085893,0.6278580304695079,0.6950437979250771
SEALED_HOLDOUT_2024_2025,ranking_baseline,70-74.9%,531,0.1049407114624506,0.7243028819803486,384.60483033156515,392,0.7382297551789078,1.392687319855912,0.6992238234718288,0.7738135520484904
