market,period,method,threshold,n,share_of_events,mean_predicted,expected_wins,actual_wins,actual_rate,difference_pp,wilson95_low,wilson95_high
football_1x2::primary_closing_B365_BW_PS,development,power,0.55,1099,0.3160770779407535,0.6724498439311626,739.0223784803477,734,0.6678798908098271,-0.4569953121335457,0.6394925899250918,0.6950976606033787
football_1x2::primary_closing_B365_BW_PS,development,power,0.6,770,0.22145527753810756,0.7143021385437026,550.012646678651,551,0.7155844155844155,0.12822770407129314,0.6827106997621872,0.7463177481397327
football_1x2::primary_closing_B365_BW_PS,development,power,0.65,530,0.15243025596778834,0.7559389735807562,400.6476559978008,401,0.7566037735849057,0.06648000041494795,0.7183078236096245,0.791206743881768
football_1x2::primary_closing_B365_BW_PS,development,power,0.7,375,0.10785159620362382,0.7897963777654464,296.1736416620424,293,0.7813333333333333,-0.8463044432113098,0.7367604010935839,0.8202008160256503
football_1x2::primary_closing_B365_BW_PS,development,power,0.75,257,0.07391429393155019,0.819399679160822,210.58571754433126,207,0.8054474708171206,-1.3952208343701367,0.7526996199531355,0.849198562605044
football_1x2::primary_closing_B365_BW_PS,development,power,0.8,152,0.04371584699453552,0.8527529776091561,129.61845259659174,131,0.8618421052631579,0.9089127654001716,0.79801729358202,0.9078282550441785
football_1x2::primary_closing_B365_BW_PS,development,power,0.85,76,0.02185792349726776,0.8802223993588083,66.89690235126943,66,0.868421052631579,-1.1801346727229323,0.7744588056311937,0.9269311843208105
football_1x2::primary_closing_B365_BW_PS,development,power,0.9,15,0.004314063848144953,0.9173457719916408,13.760186579874611,14,0.9333333333333333,1.5987561341692547,0.7018347012621998,0.9881331045067315
football_1x2::primary_closing_B365_BW_PS,development,power,0.95,0,0.0,,0.0,0,,,,
football_1x2::primary_closing_B365_BW_PS,development,odds_ratio,0.55,1071,0.3080241587575496,0.6693115963484624,716.8327196892033,720,0.6722689075630253,0.29573112145628855,0.6435852700431037,0.6997211748021328
football_1x2::primary_closing_B365_BW_PS,development,odds_ratio,0.6,732,0.21052631578947367,0.7129661172698752,521.8911978415487,528,0.7213114754098361,0.8345358139960846,0.6877406018899827,0.7525716367262852
football_1x2::primary_closing_B365_BW_PS,development,odds_ratio,0.65,508,0.1461029623238424,0.7524951881477558,382.26755557905994,383,0.7539370078740157,0.14418197262598964,0.7146685928485591,0.7893937404263648
football_1x2::primary_closing_B365_BW_PS,development,odds_ratio,0.7,358,0.10296232384239287,0.7852433251390833,281.11711039979184,282,0.7877094972067039,0.24661720676205645,0.7424100440314456,0.8269000639683142
football_1x2::primary_closing_B365_BW_PS,development,odds_ratio,0.75,237,0.06816220880069025,0.8156966336502771,193.32010217511566,194,0.8185654008438819,0.28687671936047376,0.7645488369930923,0.8624196290649843
football_1x2::primary_closing_B365_BW_PS,development,odds_ratio,0.8,138,0.03968938740293356,0.8478923128326191,117.00913917090143,119,0.8623188405797102,1.4426527747091078,0.7949589614846109,0.9100535280330899
football_1x2::primary_closing_B365_BW_PS,development,odds_ratio,0.85,62,0.017831463905665805,0.8756127139645423,54.28798826580162,54,0.8709677419354839,-0.46449720290584473,0.7655067270982637,0.9331412194071697
football_1x2::primary_closing_B365_BW_PS,development,odds_ratio,0.9,9,0.0025884383088869713,0.913764328949128,8.223878960542152,9,1.0,8.623567105087204,0.7008549515804559,1.0
football_1x2::primary_closing_B365_BW_PS,development,odds_ratio,0.95,0,0.0,,0.0,0,,,,
football_1x2::primary_closing_B365_BW_PS,development,shin,0.55,1078,0.3100373885533506,0.669165321873313,721.3602169794315,723,0.6706864564007421,0.152113452742908,0.642069121504526,0.6980916266342572
football_1x2::primary_closing_B365_BW_PS,development,shin,0.6,742,0.21340235835490365,0.711875564410575,528.2116687926466,532,0.7169811320754716,0.5105567664896671,0.6835156972746965,0.748211442845857
football_1x2::primary_closing_B365_BW_PS,development,shin,0.65,512,0.14725337935001437,0.7518768433061751,384.96094377276165,386,0.75390625,0.20294066938248978,0.7147968094985838,0.7892340231421399
football_1x2::primary_closing_B365_BW_PS,development,shin,0.7,362,0.10411274086856485,0.7842168466652539,283.88649849282194,283,0.7817679558011049,-0.24488908641490115,0.7363807353495931,0.8212378589387711
football_1x2::primary_closing_B365_BW_PS,development,shin,0.75,238,0.06844981305723324,0.8149975655671772,193.96942060498816,195,0.819327731092437,0.4330165525259777,0.7655003286596689,0.8630106005300846
football_1x2::primary_closing_B365_BW_PS,development,shin,0.8,138,0.03968938740293356,0.8470107829559426,116.88748804792007,119,0.8623188405797102,1.5308057623767635,0.7949589614846109,0.9100535280330899
football_1x2::primary_closing_B365_BW_PS,development,shin,0.85,58,0.016681046879493816,0.8758610979916573,50.799943683516126,52,0.896551724137931,2.0690626146273705,0.7921189700751577,0.951718592576371
football_1x2::primary_closing_B365_BW_PS,development,shin,0.9,8,0.0023008340523439745,0.912487965392365,7.29990372313892,8,1.0,8.751203460763502,0.6755924351161198,1.0
football_1x2::primary_closing_B365_BW_PS,development,shin,0.95,0,0.0,,0.0,0,,,,
football_1x2::primary_closing_B365_BW_PS,validation,multiplicative,0.55,655,0.3476645435244161,0.6686289347366731,437.95195225252087,452,0.6900763358778625,2.144740114118948,0.6536377701365205,0.7242983731743488
football_1x2::primary_closing_B365_BW_PS,validation,multiplicative,0.6,436,0.23142250530785563,0.7159011997628971,312.13292309662313,323,0.7408256880733946,2.492448831049743,0.6977183908077625,0.7797263697726827
football_1x2::primary_closing_B365_BW_PS,validation,multiplicative,0.65,316,0.16772823779193205,0.7494723920762693,236.83327589610107,256,0.810126582278481,6.065419020221174,0.7632584550261481,0.8495451531198468
football_1x2::primary_closing_B365_BW_PS,validation,multiplicative,0.7,232,0.12314225053078556,0.776188735914185,180.07578673209093,189,0.8146551724137931,3.8466436499608125,0.7596734351800374,0.8593865075885541
football_1x2::primary_closing_B365_BW_PS,validation,multiplicative,0.75,149,0.07908704883227176,0.8050370164813738,119.9505154557247,127,0.8523489932885906,4.731197680721677,0.7865590528046649,0.9004273238641203
football_1x2::primary_closing_B365_BW_PS,validation,multiplicative,0.8,69,0.03662420382165605,0.8417073427074466,58.07780664681382,65,0.9420289855072463,10.032164279979972,0.8602075664233835,0.9772276111196287
football_1x2::primary_closing_B365_BW_PS,validation,multiplicative,0.85,24,0.012738853503184714,0.878993821567898,21.09585171762955,24,1.0,12.100617843210204,0.8620237953250198,1.0
football_1x2::primary_closing_B365_BW_PS,validation,multiplicative,0.9,1,0.0005307855626326964,0.9077441498671636,0.9077441498671636,1,1.0,9.225585013283643,0.20654931437723745,1.0
football_1x2::primary_closing_B365_BW_PS,validation,multiplicative,0.95,0,0.0,,0.0,0,,,,
football_1x2::primary_closing_B365_BW_PS,validation,additive,0.55,697,0.36995753715498936,0.6770034000937541,471.87136986534665,481,0.6901004304160688,1.3097030322314684,0.6548048782908823,0.7233120219934067
football_1x2::primary_closing_B365_BW_PS,validation,additive,0.6,487,0.25849256900212314,0.7210084012762744,351.13109142154565,359,0.7371663244353183,1.6157923159043852,0.6963255564589385,0.7742948360299221
football_1x2::primary_closing_B365_BW_PS,validation,additive,0.65,358,0.19002123142250532,0.7565497009850946,270.84479295266385,283,0.7905027932960894,3.395309231099486,0.7453749544915522,0.829462436110147
football_1x2::primary_closing_B365_BW_PS,validation,additive,0.7,264,0.14012738853503184,0.7867859968380094,207.7115031652345,218,0.8257575757575758,3.8971578919566374,0.7754190089929632,0.8667519258478039
football_1x2::primary_closing_B365_BW_PS,validation,additive,0.75,179,0.09501061571125266,0.816468612539167,146.1478816445109,150,0.8379888268156425,2.1520214276475436,0.7770102320049301,0.884765279853462
football_1x2::primary_closing_B365_BW_PS,validation,additive,0.8,102,0.054140127388535034,0.8480373036127822,86.49980496850378,91,0.8921568627450981,4.411955913231591,0.8171406779024611,0.9387068027669795
football_1x2::primary_closing_B365_BW_PS,validation,additive,0.85,42,0.022292993630573247,0.8860699584774601,37.21493825605332,40,0.9523809523809523,6.631099390349227,0.8421014760304114,0.9868424750910944
football_1x2::primary_closing_B365_BW_PS,validation,additive,0.9,14,0.0074309978768577496,0.9145771555053859,12.804080177075402,14,1.0,8.542284449461413,0.7846891972623643,1.0
football_1x2::primary_closing_B365_BW_PS,validation,additive,0.95,0,0.0,,0.0,0,,,,
football_1x2::primary_closing_B365_BW_PS,validation,power,0.55,698,0.37048832271762205,0.6785817559795781,473.65006567374553,482,0.6905444126074498,1.196265662787166,0.6552857895251575,0.7237171842332756
football_1x2::primary_closing_B365_BW_PS,validation,power,0.6,492,0.2611464968152866,0.7220242361798783,355.2359242005001,362,0.7357723577235772,1.3748121543698866,0.6950933301543506,0.7727981619201264
football_1x2::primary_closing_B365_BW_PS,validation,power,0.65,361,0.1916135881104034,0.7583756047112251,273.7735933007523,286,0.7922437673130194,3.386816260179426,0.7474235118005588,0.8309098845246066
football_1x2::primary_closing_B365_BW_PS,validation,power,0.7,267,0.14171974522292993,0.7889721542976521,210.65556519747312,220,0.8239700374531835,3.499788315553143,0.7737863717739392,0.8649636953438563
football_1x2::primary_closing_B365_BW_PS,validation,power,0.75,186,0.09872611464968153,0.8176068919360131,152.07488190009843,156,0.8387096774193549,2.110278548334177,0.7790894681189787,0.8846222457643801
football_1x2::primary_closing_B365_BW_PS,validation,power,0.8,106,0.05626326963906582,0.8504866589175546,90.15158584526078,94,0.8867924528301887,3.630579391263411,0.8124873280829136,0.9340431794357212
football_1x2::primary_closing_B365_BW_PS,validation,power,0.85,44,0.02335456475583864,0.8895687044786083,39.14102299705876,42,0.9545454545454546,6.497675006684633,0.8486500156237035,0.987444890050405
football_1x2::primary_closing_B365_BW_PS,validation,power,0.9,18,0.009554140127388535,0.9170435250166071,16.50678345029893,18,1.0,8.295647498339287,0.8241207763533425,1.0
football_1x2::primary_closing_B365_BW_PS,validation,power,0.95,0,0.0,,0.0,0,,,,
football_1x2::primary_closing_B365_BW_PS,validation,odds_ratio,0.55,676,0.35881104033970274,0.6761750543548235,457.0943367438607,465,0.6878698224852071,1.1694768130383615,0.6519611403247315,0.7216553796806947
football_1x2::primary_closing_B365_BW_PS,validation,odds_ratio,0.6,472,0.2505307855626327,0.719744772454029,339.71953259830167,349,0.739406779661017,1.9662007206987964,0.6979864251300185,0.776961681661914
football_1x2::primary_closing_B365_BW_PS,validation,odds_ratio,0.65,346,0.18365180467091294,0.7549486099534365,261.21221904388904,275,0.7947976878612717,3.9849077907835206,0.7491183603044589,0.8340029217976634
football_1x2::primary_closing_B365_BW_PS,validation,odds_ratio,0.7,257,0.13641188959660297,0.7837161388210067,201.4150476769987,213,0.8287937743190662,4.507763549805954,0.7779825050361978,0.8699206341506324
football_1x2::primary_closing_B365_BW_PS,validation,odds_ratio,0.75,172,0.09129511677282377,0.8136653161285569,139.95043437411178,145,0.8430232558139535,2.9357939685396683,0.781241699222133,0.889817337659066
football_1x2::primary_closing_B365_BW_PS,validation,odds_ratio,0.8,93,0.04936305732484077,0.8471406668556904,78.78408201757921,83,0.8924731182795699,4.533245142387942,0.8132724499022683,0.9405369297680901
football_1x2::primary_closing_B365_BW_PS,validation,odds_ratio,0.85,39,0.020700636942675158,0.8839688715728127,34.474785991339694,39,1.0,11.603112842718733,0.9103331462924287,1.0
football_1x2::primary_closing_B365_BW_PS,validation,odds_ratio,0.9,13,0.006900212314225053,0.9110924173308711,11.844201425301325,13,1.0,8.89075826691289,0.7719046276458016,0.9999999999999999
football_1x2::primary_closing_B365_BW_PS,validation,odds_ratio,0.95,0,0.0,,0.0,0,,,,
football_1x2::primary_closing_B365_BW_PS,validation,shin,0.55,682,0.3619957537154989,0.6756612908235988,460.80100034169436,468,0.6862170087976539,1.0555717974055079,0.6504301803671406,0.7199178012739131
football_1x2::primary_closing_B365_BW_PS,validation,shin,0.6,477,0.2531847133757962,0.7188885372290008,342.9098322582334,353,0.740041928721174,2.1153391492173212,0.698873659319386,0.7773747918055287
football_1x2::primary_closing_B365_BW_PS,validation,shin,0.65,348,0.18471337579617833,0.7545284176221553,262.57588933251003,277,0.7959770114942529,4.144859387209765,0.7505136926090001,0.8349772858858964
football_1x2::primary_closing_B365_BW_PS,validation,shin,0.7,261,0.13853503184713375,0.7823946897960649,204.20501403677292,215,0.8237547892720306,4.136009947596575,0.7729297188281766,0.8651878959611988
football_1x2::primary_closing_B365_BW_PS,validation,shin,0.75,172,0.09129511677282377,0.813320572599217,139.89113848706532,145,0.8430232558139535,2.970268321473657,0.781241699222133,0.889817337659066
football_1x2::primary_closing_B365_BW_PS,validation,shin,0.8,93,0.04936305732484077,0.8463469257294632,78.71026409284008,83,0.8924731182795699,4.612619255010664,0.8132724499022683,0.9405369297680901
football_1x2::primary_closing_B365_BW_PS,validation,shin,0.85,38,0.020169851380042462,0.8833815395260028,33.56849850198811,38,1.0,11.661846047399715,0.908190131774416,0.9999999999999999
football_1x2::primary_closing_B365_BW_PS,validation,shin,0.9,11,0.00583864118895966,0.9108441071118453,10.019285178230298,11,1.0,8.915589288815474,0.7411670330319684,1.0
football_1x2::primary_closing_B365_BW_PS,validation,shin,0.95,0,0.0,,0.0,0,,,,
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,multiplicative,0.55,136,0.2537313432835821,0.6399193121329025,87.02902645007475,84,0.6176470588235294,-2.2272253309373102,0.5338065960068443,0.6950239687617246
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,multiplicative,0.6,85,0.15858208955223882,0.6793285557266545,57.74292723676564,58,0.6823529411764706,0.30243854498160916,0.5773381980275989,0.7715979902284529
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,multiplicative,0.65,46,0.08582089552238806,0.7248738390722795,33.34419659732486,35,0.7608695652173914,3.5995726145111817,0.6206486144237798,0.8608782222272219
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,multiplicative,0.7,27,0.05037313432835821,0.7614431377929818,20.558964720410508,24,0.8888888888888888,12.744575109590706,0.7194219918172017,0.9614796517169016
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,multiplicative,0.75,15,0.027985074626865673,0.7952434650009172,11.928651975013759,13,0.8666666666666667,7.142320166574945,0.6211801716767764,0.9626387408969346
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,multiplicative,0.8,5,0.009328358208955223,0.8271447215284798,4.135723607642399,4,0.8,-2.71447215284798,0.37553462976252533,0.9637758913675698
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,multiplicative,0.85,1,0.0018656716417910447,0.854668470997898,0.854668470997898,1,1.0,14.533152900210201,0.20654931437723745,1.0
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,multiplicative,0.9,0,0.0,,0.0,0,,,,
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,multiplicative,0.95,0,0.0,,0.0,0,,,,
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,additive,0.55,148,0.27611940298507465,0.6478496352267396,95.88174601355745,90,0.6081081081081081,-3.9741527118631437,0.5276775959527482,0.6830685352325956
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,additive,0.6,97,0.18097014925373134,0.686221407505729,66.56347652805572,65,0.6701030927835051,-1.6118314722223914,0.5716272738928372,0.7556190827735929
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,additive,0.65,57,0.10634328358208955,0.728311727696905,41.513768478723584,41,0.7192982456140351,-0.9013482082869895,0.5916980132395605,0.8192060065617645
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,additive,0.7,32,0.05970149253731343,0.7721739387806759,24.709566040981628,27,0.84375,7.157606121932414,0.682458504024696,0.9313557971749429
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,additive,0.75,17,0.03171641791044776,0.812083599887852,13.805421198093484,15,0.8823529411764706,7.026934128861861,0.6566364940511412,0.9671202262362074
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,additive,0.8,10,0.018656716417910446,0.8337794718603743,8.337794718603742,8,0.8,-3.377947186037422,0.49016247153664183,0.9433178485456247
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,additive,0.85,3,0.005597014925373134,0.867763864052535,2.603291592157605,2,0.6666666666666666,-20.10971973858684,0.2076596008020477,0.9385080552796037
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,additive,0.9,0,0.0,,0.0,0,,,,
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,additive,0.95,0,0.0,,0.0,0,,,,
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,power,0.55,149,0.27798507462686567,0.6486860200011851,96.65421698017659,91,0.610738255033557,-3.7947764967628084,0.53060554577487,0.6853044583210339
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,power,0.6,98,0.1828358208955224,0.6872343160140024,67.34896296937224,66,0.673469387755102,-1.376492825890041,0.5756148110653156,0.7582374372598155
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,power,0.65,57,0.10634328358208955,0.730710211971629,41.65048208238285,41,0.7192982456140351,-1.1411966357593895,0.5916980132395605,0.8192060065617645
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,power,0.7,34,0.06343283582089553,0.7708847170954577,26.21008038124556,28,0.8235294117647058,5.264469466924815,0.6648626260015724,0.9165103095462768
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,power,0.75,18,0.033582089552238806,0.8123101053053321,14.621581895495979,15,0.8333333333333334,2.1023228028001273,0.6077796189608428,0.9416342319413856
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,power,0.8,11,0.020522388059701493,0.8348678158407586,9.183545974248345,9,0.8181818181818182,-1.668599765894041,0.523019438039156,0.9486323102539149
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,power,0.85,3,0.005597014925373134,0.8723686739710353,2.617106021913106,2,0.6666666666666666,-20.570200730436873,0.2076596008020477,0.9385080552796037
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,power,0.9,0,0.0,,0.0,0,,,,
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,power,0.95,0,0.0,,0.0,0,,,,
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,odds_ratio,0.55,142,0.26492537313432835,0.6469757753070247,91.8705600935975,87,0.6126760563380281,-3.429971896899653,0.5305918660983906,0.6888244799719174
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,odds_ratio,0.6,95,0.17723880597014927,0.6828377313444509,64.86958447772284,64,0.6736842105263158,-0.9153520818135141,0.5742551255842591,0.7596128726599239
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,odds_ratio,0.65,55,0.10261194029850747,0.7257260658598679,39.914933622292736,39,0.7090909090909091,-1.663515676895877,0.5785927950724501,0.8122880644604047
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,odds_ratio,0.7,31,0.05783582089552239,0.7687687212730093,23.83183035946329,26,0.8387096774193549,6.9940956146345545,0.6736564604120674,0.9290737555663471
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,odds_ratio,0.75,17,0.03171641791044776,0.8064630029239316,13.709871049706837,15,0.8823529411764706,7.5889938252538975,0.6566364940511412,0.9671202262362074
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,odds_ratio,0.8,9,0.016791044776119403,0.8316053087864508,7.484447779078057,7,0.7777777777777778,-5.3827531008672995,0.45258896910698887,0.9367748928821533
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,odds_ratio,0.85,3,0.005597014925373134,0.862566596583564,2.587699789750692,2,0.6666666666666666,-19.58999299168974,0.2076596008020477,0.9385080552796037
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,odds_ratio,0.9,0,0.0,,0.0,0,,,,
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,odds_ratio,0.95,0,0.0,,0.0,0,,,,
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,shin,0.55,144,0.26865671641791045,0.646442380199677,93.0877027487535,88,0.6111111111111112,-3.5331269088565875,0.5295890683279645,0.6868590123069163
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,shin,0.6,95,0.17723880597014927,0.6835073469405537,64.9331979593526,64,0.6736842105263158,-0.9823136414237932,0.5742551255842591,0.7596128726599239
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,shin,0.65,56,0.1044776119402985,0.7247839372783623,40.58790048758829,40,0.7142857142857143,-1.049822299264802,0.5852474928448334,0.8158122485614109
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,shin,0.7,32,0.05970149253731343,0.766698082753368,24.534338648107777,27,0.84375,7.705191724663196,0.682458504024696,0.9313557971749429
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,shin,0.75,17,0.03171641791044776,0.8061538360573055,13.704615212974193,15,0.8823529411764706,7.619910511916506,0.6566364940511412,0.9671202262362074
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,shin,0.8,9,0.016791044776119403,0.8309213784983304,7.478292406484973,7,0.7777777777777778,-5.3143600720552575,0.45258896910698887,0.9367748928821533
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,shin,0.85,3,0.005597014925373134,0.8616571127570105,2.5849713382710315,2,0.6666666666666666,-19.49904460903439,0.2076596008020477,0.9385080552796037
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,shin,0.9,0,0.0,,0.0,0,,,,
football_1x2::primary_closing_B365_BW_PS,confirmation_2025_26,shin,0.95,0,0.0,,0.0,0,,,,
football_1x2::all_books_closing,development,multiplicative,0.55,1022,0.29367816091954024,0.6629063288001439,677.490268033747,694,0.6790606653620352,1.6154336561891358,0.6498146723037953,0.7069656048559455
football_1x2::all_books_closing,development,multiplicative,0.6,687,0.19741379310344828,0.7065197474546214,485.3790665013249,502,0.7307132459970888,2.419349854246733,0.6963274363974986,0.7625332702849538
football_1x2::all_books_closing,development,multiplicative,0.65,472,0.135632183908046,0.7444888047344325,351.39871583465214,362,0.7669491525423728,2.2460347807940373,0.7267468178132716,0.8028413366626884
football_1x2::all_books_closing,development,multiplicative,0.7,327,0.0939655172413793,0.7754797008267712,253.58186217035419,260,0.7951070336391437,1.96273328123725,0.7480532152564581,0.8353077718700073
football_1x2::all_books_closing,development,multiplicative,0.75,195,0.05603448275862069,0.8091623313388968,157.78665461108488,165,0.8461538461538461,3.6991514814949333,0.788873469350839,0.8900593890212003
football_1x2::all_books_closing,development,multiplicative,0.8,112,0.03218390804597701,0.8364882705387083,93.68668630033534,98,0.875,3.8511729461291666,0.801069258255626,0.9240597314441661
football_1x2::all_books_closing,development,multiplicative,0.85,33,0.009482758620689655,0.8687033891415598,28.66721184167147,31,0.9393939393939394,7.069055025237969,0.8039375519135219,0.9832191169128082
football_1x2::all_books_closing,development,multiplicative,0.9,2,0.0005747126436781609,0.9035854815321337,1.8071709630642674,2,1.0,9.64145184678663,0.34238022750665303,1.0
football_1x2::all_books_closing,development,multiplicative,0.95,0,0.0,,0.0,0,,,,
football_1x2::all_books_closing,development,additive,0.55,1092,0.3137931034482759,0.6720114870091525,733.8365438139945,731,0.6694139194139194,-0.2597567595233108,0.6409612298084126,0.6966788521776994
football_1x2::all_books_closing,development,additive,0.6,762,0.2189655172413793,0.7141460324669408,544.1792767398089,546,0.7165354330708661,0.23894006039253401,0.683511993649763,0.7473865901226032
football_1x2::all_books_closing,development,additive,0.65,528,0.15172413793103448,0.7545335434231508,398.3937109274236,399,0.7556818181818182,0.11482747586674114,0.7172705954025251,0.7903994922185082
football_1x2::all_books_closing,development,additive,0.7,375,0.10775862068965517,0.7872618770920486,295.22320390951825,294,0.784,-0.3261877092048615,0.7395817701290739,0.8226587002329966
football_1x2::all_books_closing,development,additive,0.75,247,0.07097701149425287,0.8189214933603398,202.27360886000395,199,0.805668016194332,-1.3253477166007777,0.751797233572884,0.8501766215861131
football_1x2::all_books_closing,development,additive,0.8,143,0.04109195402298851,0.8519925142024107,121.83492953094473,123,0.8601398601398601,0.8147345937449368,0.7938337349400674,0.9076030447487787
football_1x2::all_books_closing,development,additive,0.85,68,0.01954022988505747,0.8791911332982698,59.78499706428235,59,0.8676470588235294,-1.1544074474740373,0.7671994025434227,0.928777555897702
football_1x2::all_books_closing,development,additive,0.9,11,0.003160919540229885,0.9165734647145267,10.082308111859794,11,1.0,8.342653528547327,0.7411670330319684,1.0
football_1x2::all_books_closing,development,additive,0.95,0,0.0,,0.0,0,,,,
