market,period,method,band,n,share_of_events,mean_predicted,expected_wins,actual_wins,actual_rate,difference_pp,wilson95_low,wilson95_high
football_1x2::primary_closing_B365_BW_PS,development,additive,70-74.9%,124,0.03566292781133161,0.7253380790100874,89.94192179725084,90,0.7258064516129032,0.04683726028158475,0.641393598811653,0.7966489620022346
football_1x2::primary_closing_B365_BW_PS,development,additive,75-79.9%,106,0.030486051193557663,0.772398215969085,81.87421089272301,78,0.7358490566037735,-3.6549159365311445,0.6447402066087239,0.8104613223660532
football_1x2::primary_closing_B365_BW_PS,development,additive,80-84.9%,74,0.021282714984181765,0.8268460633110358,61.18660868501665,63,0.8513513513513513,2.4505288040315487,0.753105074828074,0.9149194045150061
football_1x2::primary_closing_B365_BW_PS,development,additive,85-89.9%,58,0.016681046879493816,0.8707083029310303,50.501081569999755,49,0.8448275862068966,-2.5880716724133723,0.730660191401075,0.9161550804698196
football_1x2::primary_closing_B365_BW_PS,development,additive,90-94.9%,11,0.0031636468219729654,0.9152869520336274,10.068156472369902,11,1.0,8.471304796637257,0.7411670330319684,1.0
football_1x2::primary_closing_B365_BW_PS,development,additive,95%+,0,0.0,,0.0,0,,,,
football_1x2::primary_closing_B365_BW_PS,development,power,50-54.9%,415,0.11935576646534368,0.523356652588504,217.19301082422913,216,0.5204819277108433,-0.2874724877660606,0.4724495856793552,0.5681385644237074
football_1x2::primary_closing_B365_BW_PS,development,power,55-59.9%,329,0.09462180040264596,0.5744976650507497,189.00973180169666,183,0.5562310030395137,-1.8266662011236057,0.5022033714879403,0.6089606647805473
football_1x2::primary_closing_B365_BW_PS,development,power,60-64.9%,240,0.06902502157031924,0.6223541278368759,149.3649906808502,150,0.625,0.26458721631240634,0.5622343547480164,0.6838271652665939
football_1x2::primary_closing_B365_BW_PS,development,power,65-69.9%,155,0.04457865976416451,0.6740258989403762,104.47401433575831,108,0.6967741935483871,2.2748294608010866,0.6203753635262882,0.7636553577532171
football_1x2::primary_closing_B365_BW_PS,development,power,70-74.9%,118,0.03393730227207363,0.725321390828061,85.5879241177112,86,0.7288135593220338,0.3492168493972825,0.6423312850307673,0.8008676106708029
football_1x2::primary_closing_B365_BW_PS,development,power,75-79.9%,105,0.030198446937014668,0.7711168090260908,80.96726494773954,76,0.7238095238095238,-4.730728521656702,0.6315420694448662,0.8002786770725797
football_1x2::primary_closing_B365_BW_PS,development,power,80-84.9%,76,0.02185792349726776,0.825283555859504,62.721550245322305,65,0.8552631578947368,2.9979602035232866,0.7591255101452948,0.9172148373084233
football_1x2::primary_closing_B365_BW_PS,development,power,85-89.9%,61,0.017543859649122806,0.8710937011704069,53.13671577139482,52,0.8524590163934426,-1.8634684776964283,0.742767647052789,0.9203883149206723
football_1x2::primary_closing_B365_BW_PS,development,power,90-94.9%,15,0.004314063848144953,0.9173457719916408,13.760186579874611,14,0.9333333333333333,1.5987561341692547,0.7018347012621998,0.9881331045067315
football_1x2::primary_closing_B365_BW_PS,development,power,95%+,0,0.0,,0.0,0,,,,
