market,period,method,band,n,share_of_events,mean_predicted,expected_wins,actual_wins,actual_rate,difference_pp,wilson95_low,wilson95_high
football_1x2::primary_closing_B365_BW_PS,development,odds_ratio,50-54.9%,403,0.11590451538682772,0.5238934245018113,211.12905007422998,209,0.5186104218362283,-0.5283002665583014,0.46988268024534063,0.5669867185703068
football_1x2::primary_closing_B365_BW_PS,development,odds_ratio,55-59.9%,339,0.09749784296807593,0.5750487370137305,194.94152184765466,192,0.5663716814159292,-0.8677055597801298,0.5131648181122267,0.6180911862076445
football_1x2::primary_closing_B365_BW_PS,development,odds_ratio,60-64.9%,224,0.06442335346563129,0.6233198315289672,139.62364226248866,145,0.6473214285714286,2.400159704246141,0.5827465032754675,0.7069286082762913
football_1x2::primary_closing_B365_BW_PS,development,odds_ratio,65-69.9%,150,0.04314063848144953,0.6743363011951211,101.15044517926816,101,0.6733333333333333,-0.10029678617877735,0.5947685286976767,0.7432417865880567
football_1x2::primary_closing_B365_BW_PS,development,odds_ratio,70-74.9%,121,0.03480011504170262,0.7255951092948442,87.79700822467615,88,0.7272727272727273,0.1677617977883128,0.641843516577552,0.7987152570826852
football_1x2::primary_closing_B365_BW_PS,development,odds_ratio,75-79.9%,99,0.028472821397756688,0.7708178081233761,76.31096300421423,75,0.7575757575757576,-1.3242050547618511,0.6645718449402054,0.8313371064187927
football_1x2::primary_closing_B365_BW_PS,development,odds_ratio,80-84.9%,76,0.02185792349726776,0.8252783013828922,62.721150905099805,65,0.8552631578947368,2.998485651184468,0.7591255101452948,0.9172148373084233
football_1x2::primary_closing_B365_BW_PS,development,odds_ratio,85-89.9%,53,0.015243025596778832,0.8691341378350845,46.06410930525948,45,0.8490566037735849,-2.007753406149959,0.7294575072380466,0.9214758214915374
football_1x2::primary_closing_B365_BW_PS,development,odds_ratio,90-94.9%,9,0.0025884383088869713,0.913764328949128,8.223878960542152,9,1.0,8.623567105087204,0.7008549515804559,1.0
football_1x2::primary_closing_B365_BW_PS,development,odds_ratio,95%+,0,0.0,,0.0,0,,,,
football_1x2::primary_closing_B365_BW_PS,development,shin,50-54.9%,413,0.1187805579522577,0.5234854434467163,216.19948814349385,216,0.5230024213075061,-0.048302213921025405,0.4748417413954169,0.5707391373726256
football_1x2::primary_closing_B365_BW_PS,development,shin,55-59.9%,336,0.09663503019844694,0.5748468696035265,193.1485481867849,191,0.5684523809523809,-0.6394488651145558,0.5150140889780359,0.6203431454206969
football_1x2::primary_closing_B365_BW_PS,development,shin,60-64.9%,230,0.06614897900488927,0.6228292392168908,143.2507250198849,146,0.6347826086956522,1.1953369478761355,0.5708158983956766,0.6943210038143828
football_1x2::primary_closing_B365_BW_PS,development,shin,65-69.9%,150,0.04314063848144953,0.6738296351995977,101.07444527993965,103,0.6866666666666666,1.2837031467068938,0.6085602497894558,0.7554508589797957
football_1x2::primary_closing_B365_BW_PS,development,shin,70-74.9%,124,0.03566292781133161,0.7251377249018857,89.91707788783383,88,0.7096774193548387,-1.5460305547046915,0.6244416488936401,0.7823121575763984
football_1x2::primary_closing_B365_BW_PS,development,shin,75-79.9%,100,0.028760425654299683,0.7708193255706807,77.08193255706807,76,0.76,-1.081932557068066,0.6676766365018553,0.8330867444305122
