source_family,content_mode,tour_code,season,url,raw_relative_path,acquisition_method,sha256,bytes,fetched_at_utc
tml_database_match,text,ATP,2021,https://raw.githubusercontent.com/Tennismylife/TML-Database/master/2021.csv,tennis/tml_database/atp/2021.csv,automated_fetch,80d570be31d778b143eb58380258243785bf3fcb18db144b42704bc6c56d941b,576869,2026-09-15T18:14:41+00:00
tml_database_match,text,ATP,2022,https://raw.githubusercontent.com/Tennismylife/TML-Database/master/2022.csv,tennis/tml_database/atp/2022.csv,automated_fetch,d70036c6ee6c27dd3deda6e6c9ccd500b66e6e78106fb00794cb277e37353357,612757,2026-09-15T18:14:47+00:00
tml_database_match,text,ATP,2023,https://raw.githubusercontent.com/Tennismylife/TML-Database/master/2023.csv,tennis/tml_database/atp/2023.csv,automated_fetch,9faaf53186ef908b3322d521a8dd2a717401167c0e400a99e1efddb23e13600f,630603,2026-09-15T18:14:54+00:00
tml_database_match,text,ATP,2024,https://raw.githubusercontent.com/Tennismylife/TML-Database/master/2024.csv,tennis/tml_database/atp/2024.csv,automated_fetch,db27fb184b62bc1716ecc84c5a8365088e34e8e9a0101a59782ec7907f6e2de8,653073,2026-09-15T18:15:00+00:00
tml_database_match,text,ATP,2025,https://raw.githubusercontent.com/Tennismylife/TML-Database/master/2025.csv,tennis/tml_database/atp/2025.csv,automated_fetch,a00f5f991b4949c2c6867637ac02a8c44b9058780da67aba8600e9140002f8d3,619784,2026-09-15T18:15:06+00:00
